title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
La Rue Du Babouin,Françoise Hardy - Maurane,-16.904000,-10.232,-20.094,-3.190,quiet
Our Lady Of Fatima,Kitty Kallen,-15.555000,-10.246,-17.918,-2.363,quiet
Ithaki,Peggy Zina,-14.236000,-7.501,-18.753,-4.517,medium
Banda Yango,Tshala Muana,-5.252000,-1.830,-6.116,-0.864,loud
Delilah,The Sensational Alex Harvey Band,-12.936000,-8.635,-15.872,-2.936,medium
Reprise: Tú mi delirio - Guajira - Si te contara - El manisero,Chucho Valdés,-20.259000,-10.039,-25.060,-4.801,quiet
Guilty Partner,New Order,-5.729000,-2.763,-7.441,-1.712,loud
Te Miattad Változott Meg Az Életem,Belami,-7.996000,-4.560,-9.206,-1.210,medium
Song For Love,Extreme,-7.894000,-3.976,-11.646,-3.752,medium
La Rosa (Live),Bobby Pulido,-8.886000,-4.142,-10.729,-1.843,medium
Syvä meri (Oceano),Kari Tapio,-7.069000,-3.499,-8.855,-1.786,medium
Let's Call Him "Andre,Bruce Rowland,-26.458000,-18.677,-33.421,-6.963,quiet
I Got A Seecret,Redman,-8.745000,-3.481,-12.620,-3.875,medium
I Constantly Thank God For Esteban [Live In Chicago],Panic At The Disco,-5.205000,-1.148,-7.717,-2.512,loud
000GrandPno,Pumpkin Buzzard,-15.272000,-9.702,-21.363,-6.091,quiet
Pai Keros,Christos Dantis,-12.538000,-5.517,-19.294,-6.756,medium
Nachts um halb drei,Janina,-9.318000,-3.199,-13.759,-4.441,medium
Iron Man,Mat Maneri,-17.985000,-11.008,-20.690,-2.705,quiet
French Suite: A Paris Thing,William Goldstein,-28.215000,-14.182,-35.265,-7.050,quiet
You Must Do Your Best Tonight / I Represent/Animal Crackers,The Marx Brothers,-14.639000,-7.843,-19.414,-4.775,medium
I'm Not A Loser,Descendents,-8.867000,-6.216,-9.849,-0.982,medium
Turn Up The Bass,Fast Eddie featuring Kool Rock,-8.902000,-3.676,-10.889,-1.987,medium
De Paris Un Caballero,Barbarito Diez,-7.807000,-3.208,-9.942,-2.135,medium
Killing Me Softly With His Song,CoCo Lee,-8.933000,-2.262,-15.077,-6.144,medium
Afro Profondo,Daniela Dessì,-9.638000,-4.148,-12.029,-2.391,medium
Girl You Need My Love,Doniki,-17.266000,-11.937,-20.460,-3.194,quiet
You Had Me From Hello (Lullaby Rendition of Kenny Chesney),Hushabye Baby,-18.798000,-5.774,-23.567,-4.769,quiet
Oh Scat Mix Up,Tim Exile,-3.716000,-1.446,-5.208,-1.492,loud
Collecting Dust,Life Long Tragedy,-6.024000,-3.592,-7.665,-1.641,loud
The Modern World,The Jam,-8.812000,-6.158,-9.877,-1.065,medium
Lihava enkeli,Murskahumppa,-8.997000,-6.173,-11.111,-2.114,medium
Roller Derby,Leon Russell,-12.824000,-8.304,-15.092,-2.268,medium
Nothing's Clear (Album Version),Ill Nino,-3.778000,-0.311,-6.388,-2.610,loud
Are You Ever Gonna Love Me?,Jimmy Wayne,-6.349000,-1.569,-10.263,-3.914,loud
So deep,Ann Lee,-7.804000,-2.117,-10.841,-3.037,medium
Love Theme (The Falling In Love),Burt Bacharach,-17.806000,-7.850,-21.293,-3.487,quiet
Walk Away From Love,Willie Clayton,-10.646000,-4.975,-12.726,-2.080,medium
I Found You,The Impressions,-16.489000,-9.253,-19.967,-3.478,quiet
Strange Things,Tanto Metro & Devonte,-6.712000,-3.099,-7.835,-1.123,loud
Calm Da Seas,Dave Hollister,-5.193000,0.574,-10.142,-4.949,loud
Afraid Of Change (Tribal Vocal Mix),Casa Bulga,-7.327000,-2.767,-9.525,-2.198,medium
Ran Kan Kan,Nestor Torres,-5.648000,-0.826,-7.569,-1.921,loud
Grow Up_ Grow Old,Debbie Davies,-7.961000,-2.595,-10.705,-2.744,medium
Dholna Dholna,Naseebo Lal,-12.746000,-6.809,-14.879,-2.133,medium
Rainbow Country (Red Gold And Green Version),Bob Marley & The Wailers,-5.308000,-0.939,-7.627,-2.319,loud
Screamin' & Hollerin' The Blues,Alvin Youngblood Hart,-9.186000,-3.108,-12.243,-3.057,medium
De Tha Mai Edo,Domna Kountouri,-8.318000,-3.717,-11.791,-3.473,medium
Vitamina,Sonora Carruseles,-6.564000,-1.648,-8.475,-1.911,loud
A Goodnight's Sleep,The Starting Line,-5.011000,-1.582,-7.847,-2.836,loud
Mui Mal_ Animal,L.A.V.I,-11.531000,-6.976,-14.722,-3.191,medium
Yesterdays,Gonzalo Rubalcaba,-33.045000,-21.526,-37.804,-4.759,quiet
Drunk Driving Tip,Dezz White,-15.497000,-9.228,-21.185,-5.688,quiet
Am I That Easy To Forget,Carl Belew,-13.338000,-9.533,-15.703,-2.365,medium
Cup Horn,TEN MADISON,-8.627000,-2.712,-11.145,-2.518,medium
Que Vuelvas,Shakira,-7.174000,-3.199,-9.788,-2.614,medium
Concertino for Bass Trombone and Trombone Choir,David Taylor,-22.540000,-9.677,-28.784,-6.244,quiet
Rachel's retribution,Anne Dudley,-15.428000,-8.113,-20.355,-4.927,quiet
I'm In The Mood For Love,Roger Williams,-15.383000,-7.127,-20.862,-5.479,quiet
Little Brother,Grizzly Bear,-14.199000,-7.054,-17.976,-3.777,medium
Ol' Frank,George Jones,-15.467000,-7.481,-19.387,-3.920,quiet
Blackwords Masking,This Moment In Black History,-4.928000,-2.808,-6.681,-1.753,loud
Clavelitos,Joselito,-10.012000,-5.314,-13.759,-3.747,medium
Tomorrows Girls (Live),UK Subs,-2.952000,-0.148,-3.936,-0.984,loud
Abbeville Fair,Seatrain,-6.112000,-1.060,-8.623,-2.511,loud
Be Aware,SOJA,-5.781000,-1.780,-8.398,-2.617,loud
The Chance,Julie Roberts,-12.517000,-3.151,-18.800,-6.283,medium
Polly,Nirvana,-14.338000,-8.766,-17.209,-2.871,medium
O Dikos Sou DJ,Imiskoubria,-7.032000,-3.313,-9.083,-2.051,medium
The Gift,Natalie Cole,-15.222000,-8.565,-20.609,-5.387,quiet
Playboy,Teena Marie,-12.256000,-6.570,-15.547,-3.291,medium
Things i say,Wilks,-7.910000,-3.011,-12.011,-4.101,medium
Santa Barbara,Chaka Demus & Pliers,-7.378000,-1.862,-11.945,-4.567,medium
Groovitation (Album Version),Deodato,-16.532000,-9.836,-20.412,-3.880,quiet
Jugglin' Clown,Christian Quast,-15.252000,-8.937,-19.214,-3.962,quiet
Wishlist,Pearl Jam,-9.407000,-5.960,-11.956,-2.549,medium
El Vino Triste,Los Auténticos Decadentes,-9.737000,-4.327,-11.508,-1.771,medium
Day Or Night [Live Album Version],Little Feat,-8.163000,-2.641,-11.222,-3.059,medium
Halloween,Dead Kennedys,-4.264000,-1.006,-5.700,-1.436,loud
Liquid Time (composition by John Goodsall),Brand X,-12.474000,-6.258,-16.635,-4.161,medium
On Efface,Julie Zenatti,-11.061000,-4.249,-16.403,-5.342,medium
Shovel,Mistress,-4.523000,-0.249,-6.719,-2.196,loud
Nuovi Re pt. I I (feat. Tek money - Lady Tambler),Inoki,-5.050000,-0.306,-6.988,-1.938,loud
Zip-A-Dee-Doo-Dah (Song of the South),Orlando Pops Orchestra,-16.477000,-5.870,-22.336,-5.859,quiet
You Eclipsed By Me (Album Version),Atreyu,-4.707000,-1.812,-5.715,-1.008,loud
Howells Delight,The Baltimore Consort,-24.140000,-18.368,-27.263,-3.123,quiet
Parto em terras distantes,Brigada Victor Jara,-13.885000,-8.233,-18.484,-4.599,medium
Martha Served,I Hate Sally,-5.795000,-4.132,-6.458,-0.663,loud
Misery Path (From the Privilege of Evil),Amorphis,-4.393000,-1.426,-5.692,-1.299,loud
Je Sais Que La Terre Est Plate,Raphaël,-9.636000,-3.861,-12.059,-2.423,medium
Vargbrodern Talar,Månegarm,-6.769000,-1.709,-9.489,-2.720,loud
Drama  (LP Version),Liquid Gang,-4.945000,-2.039,-7.770,-2.825,loud
Sweet Lady,Ernest Ranglin / Floyd Lloyd,-4.909000,-1.181,-6.356,-1.447,loud
Unlearn,Crematorium,-7.148000,-3.867,-9.487,-2.339,medium
3,Britney Spears,-6.278000,-2.032,-8.109,-1.831,loud
Sleuthing,Danny Elfman,-22.435000,-7.557,-26.346,-3.911,quiet
Forever,Franco,-9.387000,-2.754,-14.061,-4.674,medium
Namibia,Ziggy Marley And The Melody Makers,-11.912000,-5.998,-14.334,-2.422,medium
Meet Me in the City,Junior Kimbrough,-14.023000,-9.087,-16.486,-2.463,medium
Uncle B.S. - 1963,Tim Wilson,-12.360000,-7.016,-15.965,-3.605,medium
Lookin' For Me Somewhere,BoDeans,-13.845000,-9.040,-16.354,-2.509,medium
No More Doggin',Otis Spann,-12.931000,-8.020,-14.870,-1.939,medium
Cry For Love,Capleton,-10.336000,-5.286,-12.709,-2.373,medium
15 Step,Radiohead,-7.057000,-2.654,-9.009,-1.952,medium
From Afar (Album Version),Van Halen,-9.057000,-4.505,-12.446,-3.389,medium
Get Happy,Danny Wilson,-8.515000,-2.963,-12.308,-3.793,medium
Wohär dr Wind wäiht,Kisha,-7.222000,-2.029,-10.134,-2.912,medium
Putt Jhatt Da Gulabi Phull Varga,DJ Vix,-3.423000,-0.434,-4.263,-0.840,loud
Raise Your Hands,Bon Jovi,-4.857000,-1.871,-5.765,-0.908,loud
I'll Wait for You Dear,Al Dexter,-16.627000,-10.308,-19.320,-2.693,quiet
I Love Your Way,Kashief Lindo,-5.850000,-2.163,-7.478,-1.628,loud
Champagne & Reefer,Bongzilla,-4.627000,-1.731,-5.710,-1.083,loud
Rainbow Dance,John Tchicai,-31.391000,-23.735,-34.930,-3.539,quiet
I Need a Veggie,John Holt,-9.603000,-5.142,-11.639,-2.036,medium
Volumatic Spacer Device,The Chap,-8.337000,-1.403,-11.672,-3.335,medium
The Dance Of Europe,Dave Brockie Experience,-3.312000,0.175,-5.536,-2.224,loud
Blood Round Dance Song (World),R. Carlos Nakai,-25.651000,-19.973,-27.641,-1.990,quiet
Spoonie Is Back,Spoonie Gee,-6.619000,-1.782,-10.032,-3.413,loud
What Drives The Weak,Shadows Fall,-4.076000,-1.734,-5.120,-1.044,loud
Life Force,Vanessa Daou,-19.293000,-9.171,-23.782,-4.489,quiet
Crawling (Album Version),Linkin Park,-6.052000,-1.662,-10.514,-4.462,loud
Bennie,Koffi Olomidé,-7.164000,-2.821,-9.104,-1.940,medium
Shouther to Shouther (Shoulder to Shoulder),Harry Lauder,-23.214000,-16.428,-25.599,-2.385,quiet
Suicide,Aceyalone,-4.149000,-0.330,-6.234,-2.085,loud
Red Sky,Thrice,-9.425000,-5.013,-13.696,-4.271,medium
Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,Herbert von Karajan and Turin RAI Symphony Orchestra,-18.427000,-8.743,-26.230,-7.803,quiet
Prem,Joi,-5.360000,-1.906,-7.683,-2.323,loud
She's My Mary,Lonnie Johnson,-13.987000,-8.668,-16.357,-2.370,medium
Tell Me What I Want to Hear,The Dils,-7.198000,-4.804,-8.964,-1.766,medium
Above The Rainbow,Flora Purim,-16.444000,-9.239,-18.690,-2.246,quiet
The Little White Cloud That Cried,The Knightsbridge Strings,-9.923000,-5.650,-13.154,-3.231,medium
Strike While the Iron is Hot,Kenny Neal,-14.422000,-7.767,-16.703,-2.281,medium
Livin' In a Strain,Alvin Youngblood Hart,-14.039000,-7.924,-17.299,-3.260,medium
Amor que terminó,Los Solitarios,-11.163000,-5.946,-13.260,-2.097,medium
Caribou Lou,Tech N9ne,-6.696000,-2.871,-10.203,-3.507,loud
Cha Cha Cha,The Rodeo,-6.317000,-2.044,-8.516,-2.199,loud
Aya Benzer 2003 (Moonlight),Mustafa Sandal / Gülcan,-5.254000,0.262,-7.369,-2.115,loud
Save My Soul (Cypher UK Radio Edit),Kristine W.,-4.499000,-1.086,-6.018,-1.519,loud
My Life Is Totally Boring Without You,Cracker,-8.749000,-4.117,-13.101,-4.352,medium
Calliope,Al Di Meola,-16.945000,-10.575,-21.372,-4.427,quiet
Do You See The Light (Deep Ethno Mix),SNAP!,-13.615000,-8.040,-16.591,-2.976,medium
Dipset (Santana's Town) (Skit),Juelz Santana / Freekey Zeekey / Monique Garnett,-19.771000,-9.141,-28.097,-8.326,quiet
Gavel Obliterated,Chris Clark,-7.551000,-1.737,-11.470,-3.919,medium
Cuantas Madres Llorando,Los Chunguitos,-5.013000,0.701,-8.787,-3.774,loud
So Different Blues,Mance Lipscomb,-10.173000,-0.474,-12.838,-2.665,medium
Buenos Aires (De Tus Amores),León Gieco,-7.657000,-3.456,-9.648,-1.991,medium
Pépètes,Java,-6.997000,-1.786,-9.270,-2.273,loud
Opening,Harald Kloser / Thomas Wander / Thomas Schobel,-29.054000,-21.639,-33.370,-4.316,quiet
Fire in the Hole,The Elders,-8.545000,-4.124,-10.511,-1.966,medium
Lived My Life,Singing Melody,-6.513000,-3.231,-8.305,-1.792,loud
Michelle (LP Version),Bela Fleck And The Flecktones,-15.806000,-7.736,-20.391,-4.585,quiet
Porque Nos Queremos,Los Chichos,-6.159000,-2.252,-7.950,-1.791,loud
Since The Last Time,ARRESTED DEVELOPMENT,-6.250000,-1.670,-9.961,-3.711,loud
Obvious ( LP Version ),Jane's Addiction,-7.938000,-3.770,-9.608,-1.670,medium
Epaule tattoo (Live 1989),Étienne Daho,-8.534000,-5.318,-10.341,-1.807,medium
Grustnaja,Markscheider Kunst,-7.381000,-2.076,-9.000,-1.619,medium
Frei zu sein,In Extremo,-6.440000,-1.890,-9.197,-2.757,loud
We´ve Only Just Begun,Bitty McLean,-11.313000,-6.156,-13.817,-2.504,medium
Christmas All The Time (Acoustic),Tom Cochrane,-11.938000,-5.794,-15.871,-3.933,medium
Grown & Sexy,DJ Omega,-10.629000,-5.053,-16.763,-6.134,medium
Role Model,Steel Pulse,-6.530000,0.464,-8.422,-1.892,loud
Virtuosite Musette,Edouard Duleu,-8.031000,-4.008,-8.991,-0.960,medium
Tuesday Afternoon,The Moody Blues,-12.065000,-7.122,-15.160,-3.095,medium
Rant Kanaria,Jope Ruonansuu,-10.321000,-4.863,-12.759,-2.438,medium
Healing Power,Virgil Moorefield,-10.829000,-7.273,-12.410,-1.581,medium
Disco Trafiko,Trafik,-7.811000,-3.841,-10.439,-2.628,medium
Forever You Reign (Album),Nicole C. Mullen,-4.714000,-1.027,-6.866,-2.152,loud
Tema Da Desilusão (Garota De Ipanema),Orquestra,-13.767000,-10.414,-15.405,-1.638,medium
As We Lay,Fiona,-6.180000,-0.767,-9.551,-3.371,loud
The Anthem,Hatiras,-6.125000,-1.645,-7.869,-1.744,loud
No Pienses Asi,Eddie Palmieri,-17.886000,-9.869,-20.390,-2.504,quiet
Amor a Medias,HA-ASH,-5.548000,-2.530,-7.106,-1.558,loud
Cavalleria Rusticana,William Orbit,-21.820000,-15.124,-25.606,-3.786,quiet
Washington Post (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,-15.019000,-6.753,-18.553,-3.534,quiet
Cavaleiro De Aruanda,Jongo Trio,-8.151000,-3.730,-9.683,-1.532,medium
Forever,Chris Brown,-2.991000,0.326,-4.227,-1.236,loud
TELL ME WHY,George Nooks,-7.398000,-2.550,-10.914,-3.516,medium
Czwarty,Energy,-5.941000,-0.654,-9.965,-4.024,loud
Manies Manigances,Maurane,-8.403000,-4.669,-10.061,-1.658,medium
Wings Of Love,Zagar feat. Underground Divas,-5.540000,-2.493,-7.162,-1.622,loud
Hillbillies From Outerspace,The Vaughan Brothers,-13.324000,-7.683,-17.309,-3.985,medium
When We Dance,Mariano Yanani,-15.618000,-8.800,-19.482,-3.864,quiet
Betrayal Is A Symptom,Thrice,-5.176000,-2.142,-6.904,-1.728,loud
Catch Me,Nikki Fletcher / Tim Hughes / Various Artists,-6.493000,-2.747,-10.121,-3.628,loud
Simple Twist Of Fate,Bob Dylan,-13.776000,-5.466,-18.263,-4.487,medium
Dream Baby Dream,Black Tambourine,-9.975000,-2.648,-12.633,-2.658,medium
My Mind's Eye,Small Faces,-7.124000,-4.758,-8.535,-1.411,medium
Vanhapoika-Severi,Esa Pakarinen,-11.136000,-6.322,-12.536,-1.400,medium
Fallin in Love Again,Ann Hampton Callaway,-18.854000,-8.404,-24.516,-5.662,quiet
We Put It Down For Y'all (Explicit LP Version),Busta Rhymes,-8.975000,-2.499,-13.025,-4.050,medium
Novakane Groove,Black Sheep,-5.531000,-1.133,-7.882,-2.351,loud
Spaniolandia,Dj Kun,-8.522000,-4.886,-9.377,-0.855,medium
Ai Shi...,Sammi Cheng,-9.059000,-4.845,-13.488,-4.429,medium
Facemelt,FSTZ,-12.597000,-7.586,-15.780,-3.183,medium
Io Che Non Vivo Senza Te,Patrick Samson,-17.073000,-12.601,-19.647,-2.574,quiet
I'm Happy She Said,M83,-6.100000,-0.460,-13.134,-7.034,loud
Dai Wo Li Kai,Ken Chu,-6.923000,-2.099,-10.828,-3.905,loud
Here_ Swing_ Sing,Kooii,-10.775000,-1.714,-16.304,-5.529,medium
Delirio,Rene Touzet,-16.034000,-9.301,-20.700,-4.666,quiet
All Night Long (Instumental),Junior Kimbrough,-9.841000,-4.432,-13.227,-3.386,medium
If I Ain't Got You,Alicia Keys,-8.414000,-1.100,-14.098,-5.684,medium
Crimson Wave,Amorphis,-5.067000,-1.631,-7.270,-2.203,loud
Ballade Des Oiseaux De Croix,Michèle Arnaud,-13.828000,-7.093,-17.726,-3.898,medium
What's Wrong,Lost Boyz,-11.657000,-6.924,-14.891,-3.234,medium
Outside The Law,Epitaph,-6.183000,-2.200,-7.170,-0.987,loud
Ninja Tattoo,Shanadoo,-4.594000,-1.530,-6.447,-1.853,loud
Common Ground,Moss,-9.090000,-5.090,-11.660,-2.570,medium
The Dryad_ Op. 45_ No. 1,Pietari Inkinen,-27.284000,-13.880,-33.296,-6.012,quiet
Hold Me While I Cry,Irma Thomas,-14.526000,-5.899,-18.770,-4.244,medium
Le mouton dans la baignoire,Michèle Bernard,-11.355000,-4.754,-15.687,-4.332,medium
Chiornie Debri Voini (The Black Abyss of War),Arkona,-7.255000,-3.970,-9.128,-1.873,medium
Hear My Train A Comin',Jimi Hendrix,-8.239000,-4.325,-11.147,-2.908,medium
9:2,Aftermath,-4.605000,-2.055,-5.855,-1.250,loud
Runnin' Through The Jungle - Shootin' The Blues,Willy DeVille,-9.460000,-4.893,-11.343,-1.883,medium
On Independence Day,Anti-Flag,-5.829000,-2.918,-7.315,-1.486,loud
Krause seine Kreuzpolka,Polkaholix,-4.586000,-0.430,-5.920,-1.334,loud
Susan Said,David Tao,-6.966000,-2.257,-11.347,-4.381,loud
I Stand Here Forgiven,Scott Wesley Brown,-7.695000,-3.268,-10.050,-2.355,medium
Emergency (Album Version),Paramore,-4.413000,-1.046,-6.572,-2.159,loud
Como Nadie Te He Querido,Isabel Pantoja,-7.814000,-3.368,-10.701,-2.887,medium
English Dream (2002 Digital Remaster),Generation X,-5.341000,-0.946,-7.193,-1.852,loud
Loving You Too Long,Billy Bragg,-7.339000,-3.356,-9.678,-2.339,medium
No One Ever Cared For Me Like Jesus,Ivan Parker,-16.498000,-7.323,-23.076,-6.578,quiet
Tragedy in Blue,DJ Harry,-6.573000,-1.641,-9.233,-2.660,loud
Help Me,Chris Brown,-6.450000,-1.912,-10.733,-4.283,loud
Ain't No Sunshine,Nestor Torres,-10.222000,-3.933,-14.167,-3.945,medium
Rowena,Loudon Wainwright III,-12.464000,-5.716,-17.994,-5.530,medium
Scandalon,Michael Card,-6.276000,-1.108,-9.403,-3.127,loud
So Many Reasons,20/20,-8.458000,-3.792,-11.701,-3.243,medium
Resolutions from The Long Day Closes,Carl Davis,-29.153000,-22.364,-32.754,-3.601,quiet
Care,Sizzla,-8.683000,-5.058,-11.576,-2.893,medium
13 jours en France,Francis Lai,-14.942000,-10.946,-18.172,-3.230,medium
Scandalous (Soul and R&B),Willie Clayton,-5.442000,0.697,-9.423,-3.981,loud
Romantic Rights (Jesper Dahlback Remix),Death From Above 1979,-3.879000,-0.392,-6.458,-2.579,loud
Outro,Tunsi,-9.592000,-5.625,-13.019,-3.427,medium
Around The World,Roger Williams,-23.161000,-18.180,-26.960,-3.799,quiet
Itsy Bitsy Spider,Ian Moore,-8.204000,-4.216,-10.005,-1.801,medium
15 Minutes Older,Sasha,-7.041000,-2.499,-10.131,-3.090,medium
Reginella,Rita Chiarelli,-15.268000,-6.756,-22.110,-6.842,quiet
Trust In Him (Remastered Version),The Clark Sisters,-11.869000,-5.859,-15.859,-3.990,medium
Visions Of Death,089 Clique feat. Prophet,-10.444000,-4.100,-13.619,-3.175,medium
Autoroute,Madilu System,-13.256000,-7.791,-15.090,-1.834,medium
Street Crab,Helmet,-10.562000,-6.906,-13.900,-3.338,medium
All Or Nothing,Chris Eaton,-12.958000,-4.846,-18.263,-5.305,medium
Saved (LP Version),Chris Rodriguez,-6.212000,-3.214,-7.819,-1.607,loud
Conscience (Album Version),James Darren,-7.766000,-3.202,-9.445,-1.679,medium
Ojos Negros,Olga Tañon,-5.764000,0.326,-9.562,-3.798,loud
Phone Booth,The Robert Cray Band,-8.039000,-3.062,-11.297,-3.258,medium
La Coloreteada,El Tiempo,-8.368000,-2.162,-10.426,-2.058,medium
Fiddle Dee Dee - Original,Pee Wee Crayton,-17.032000,-9.289,-19.838,-2.806,quiet
Corazón Contento,Palito Ortega,-7.264000,-3.579,-9.269,-2.005,medium
Cold Stares Of Dead Eyes_ The,Soul Embraced,-5.209000,-2.367,-6.660,-1.451,loud
Fish,Sportsguitar,-7.054000,-3.636,-9.210,-2.156,medium
Stranger,True Believers,-4.715000,-1.604,-6.627,-1.912,loud
Children Of The Revolution,Killers,-4.294000,-2.134,-5.417,-1.123,loud
Meet Me In The Bathroom,The Strokes,-3.994000,-1.851,-5.468,-1.474,loud
Wait Til You See My Smile,Alicia Keys,-9.736000,-4.460,-14.381,-4.645,medium
CHOKECHAIN (Amended Album Version),3OH!3,-4.806000,-0.101,-8.308,-3.502,loud
Don't Laugh,Charlie Louvin,-16.584000,-10.515,-19.498,-2.914,quiet
One Woman Man,Dave Hollister,-7.493000,-2.660,-11.121,-3.628,medium
Can You Hear The Angels,Virtue,-8.284000,-1.387,-12.426,-4.142,medium
Pass The Puck,Two Man Advantage,-5.124000,-3.879,-5.394,-0.270,loud
La Photo,Basement Jaxx,-8.325000,-2.409,-10.837,-2.512,medium
No Me Acuerdo,Alejandro Lerner,-9.317000,-4.628,-13.130,-3.813,medium
Die Tür die zum Glück führt,Franco,-13.319000,-6.435,-17.086,-3.767,medium
In My Life,Boyz II Men,-10.338000,-2.585,-12.638,-2.300,medium
Get A Straw,Lady Saw,-10.006000,-4.522,-12.094,-2.088,medium
Gotta Mind To Travel,Coco Montoya,-5.670000,-2.355,-7.430,-1.760,loud
Rock Bottom / Shoot Shoot,UFO,-13.093000,-6.597,-14.912,-1.819,medium
Club Tropicana,Los Del Sol,-6.720000,-2.414,-9.729,-3.009,loud
Drop Sacrifice,Liquid Stranger,-11.727000,-3.564,-15.666,-3.939,medium
This Is Why I'm Hot (The Original) (Single Version) (Edited),MIMS,-4.376000,0.938,-8.149,-3.773,loud
I'll Be Your Light (Ian Nieman Remix),Kristine W.,-5.253000,-2.337,-6.585,-1.332,loud
Minha Namorada,Vinícius de Moraes,-17.669000,-6.213,-23.151,-5.482,quiet
Got To Let You Go,Kim Wilson,-11.960000,-6.304,-14.487,-2.527,medium
Turn It Up,Jamie Richards,-7.183000,-1.190,-10.092,-2.909,medium
Welcome 2 Detroit,Trick Trick / Eminem,-5.113000,-0.722,-7.387,-2.274,loud
Incide,Dark Fortress,-14.148000,-7.119,-21.870,-7.722,medium
Estate,Eldar,-22.737000,-12.677,-28.612,-5.875,quiet
Head Butt Da Deck,Silkie Ft. Harry Craze,-8.678000,-3.674,-14.685,-6.007,medium
Whatever Lies Will Help You Rest,The Ataris,-5.038000,-3.027,-6.338,-1.300,loud
The Wild Ones (1996 Digital Remaster),Lou Busch,-11.776000,-2.339,-17.410,-5.634,medium
Alovi,Stefon Harris,-14.430000,-4.908,-17.495,-3.065,medium
Cuando Calienta El Sol,Pablo Montero,-7.006000,-1.835,-9.842,-2.836,medium
Healing of All Nations,Yami Bolo,-7.919000,-2.687,-9.723,-1.804,medium
Guarare,Ray Barretto,-6.390000,-2.062,-8.640,-2.250,loud
Joy In The Journey (The Final Word Album Version),Michael Card,-10.156000,-3.204,-14.516,-4.360,medium
Indiscreet,Roger Williams,-15.890000,-10.349,-19.771,-3.881,quiet
Downstream,Broadcast,-28.138000,-16.652,-34.030,-5.892,quiet
love shelter,Sundial Aeon,-11.791000,-6.828,-15.175,-3.384,medium
Bridge To Canada,Noisettes,-2.912000,1.209,-5.423,-2.511,loud
Watt's Cradle Song,The American Boychoir,-27.115000,-16.351,-32.374,-5.259,quiet
Moss Garden (1999 Digital Remaster),David Bowie,-16.599000,-6.538,-21.870,-5.271,quiet
Terry's Theme from Limelight,Frank Chacksfield,-17.089000,-8.068,-26.873,-9.784,quiet
A Stepmother's Curse,Anne Dudley,-18.995000,-11.107,-26.196,-7.201,quiet
La Excepcion,Gustavo Cerati,-4.576000,-1.832,-6.037,-1.461,loud
Mile High and Risin',Roger Clyne & The Peacemakers,-5.029000,-2.140,-6.686,-1.657,loud
Deep Into The Day,Zuma,-6.354000,-0.218,-9.244,-2.890,loud
2 Minutos,2 Minutos,-1.674000,0.310,-2.324,-0.650,loud
Band Intro/ Pila Song Intro,Max Stalling,-12.316000,-8.285,-16.070,-3.754,medium
Adnans,Orbital,-10.893000,-4.595,-13.637,-2.744,medium
Test Of The Terrarium,Robin Beanland,-18.002000,-6.116,-22.889,-4.887,quiet
I Can't Break Away,Sam Baker,-15.600000,-9.081,-18.768,-3.168,quiet
Southbound Blues,John Hammond,-13.253000,-5.932,-15.952,-2.699,medium
16 MM Dream,Jeremy Fisher,-6.843000,0.316,-9.973,-3.130,loud
Long Way Home,Ginny Owens,-12.102000,-5.436,-16.516,-4.414,medium
It's You (Thinking of you),Sin Plomo,-9.532000,-4.472,-11.929,-2.397,medium
Tania,Fruko Y Sus Tesos,-8.436000,-4.706,-10.285,-1.849,medium
In My Mind (Remix),Play,-12.816000,-8.234,-15.354,-2.538,medium
Binaural Presentation - Process And Passion_ Pt. 4,Roger Reynolds,-21.601000,-11.197,-27.969,-6.368,quiet
Nuttin' 2 Somethin',T-Bone,-6.820000,-2.143,-9.259,-2.439,loud
Fen Shou Yao Hen,Kary Ng,-8.882000,-2.885,-12.911,-4.029,medium
Piel Canela (Alternate Mix),Bobby Capo,-13.352000,-6.858,-15.373,-2.021,medium
Gone To The Movies,Semisonic,-10.185000,-5.251,-13.228,-3.043,medium
Visão,Nana Caymmi,-14.095000,-4.699,-18.144,-4.049,medium
Sin,Nine Inch Nails,-10.149000,-4.526,-13.904,-3.755,medium
Careless Talk,Angelo Badalamenti / Patrick Wolf,-15.152000,-5.355,-19.096,-3.944,quiet
Hello_ How Ya Been? Goodbye  (LP Version),Guitar Slim,-13.250000,-7.738,-15.751,-2.501,medium
Spann's Boogie,Otis Spann,-25.654000,-13.810,-30.256,-4.602,quiet
I'll Be Here in the Morning,Kate Maki,-15.783000,-5.238,-19.229,-3.446,quiet
Sin Ti,Yuridia,-7.112000,-2.176,-11.165,-4.053,medium
Fly High Michelle,Enuff Z 'Nuff,-4.437000,-1.286,-6.954,-2.517,loud
Caja De Cerillas,Johannes Linstead,-8.577000,-2.811,-12.225,-3.648,medium
The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,Al Denson,-9.104000,-2.943,-15.260,-6.156,medium
Ronde Lune,Le Vangle,-4.667000,-0.147,-6.795,-2.128,loud
Pottajenkka,Elakelaiset,-13.231000,-7.521,-16.112,-2.881,medium
